时间	电压	电流	有功	频率	非驱	驱动	泵前	泵后	出站流量
23:00	9.1	82.1	476.2	77.1	3.5	2.6	0.0	0.4	6131.0
0:00	8.6	76.3	402.0	72.6	1.4	2.2	0.0	0.4	5677.0
1:00	8.7	76.5	402.2	72.7	1.6	2.2	0.0	0.4	5546.0
2:00	8.7	76.5	402.5	72.5	2.2	2.1	0.0	0.4	5616.0
3:00	8.7	76.7	402.0	72.6	2.2	2.1	0.0	0.4	5554.0
5:00	8.7	76.6	402.7	72.6	2.2	2.1	0.0	0.4	5688.0
6:00	8.7	76.6	402.0	72.6	2.2	2.1	0.0	0.4	5550.0
7:00	8.9	79.5	442.8	75.0	2.2	2.1	0.0	0.4	5900.0
8:00	8.9	80.8	486.2	75.8	2.1	2.3	0.0	0.4	6225.0
10:00	9.1	84.5	510.1	78.4	0.0	2.5	0.0	0.4	6443.0
11:00	9.1	84.4	513.8	78.2	1.8	2.7	0.0	0.4	6426.0
13:00	9.3	87.3	538.8	80.0	3.1	2.7	0.0	0.4	6726.0
14:00	9.3	87.0	542.2	80.2	3.4	2.6	0.0	0.5	6719.0
15:00	9.3	86.1	525.0	79.4	3.3	2.6	0.0	0.4	6570.0
16:00	9.3	86.1	529.0	79.4	3.5	2.3	0.0	0.4	6600.0
17:00	9.2	87.0	534.0	80.0	3.1	2.9	0.0	0.5	6745.0
18:00	9.2	86.9	534.0	79.8	3.2	2.8	0.0	0.4	6623.0
19:00	9.2	87.2	535.9	79.8	2.4	2.7	0.0	0.4	6647.0
20:00	9.2	88.1	546.0	80.2	2.8	2.4	0.0	0.5	6680.0
21:00	9.0	83.3	499.6	77.7	2.5	2.6	0.0	0.4	6640.0
22:00	9.0	83.3	499.5	77.7	2.5	2.7	0.0	0.4	6253.0
2:00	8.7	75.7	391.0	72.2	1.9	1.5	0.0	0.4	5519.0
3:00	8.6	76.2	377.8	72.4	2.0	1.7	0.0	0.4	5574.0
5:00	8.7	76.6	405.3	72.8	1.9	1.6	0.0	0.4	5515.0
6:00	8.6	76.7	406.0	72.8	2.2	1.7	0.0	0.4	5638.0
8:00	9.2	82.8	534.7	77.4	2.0	1.9	0.0	0.4	6368.0
9:00	9.0	85.0	511.6	78.6	2.9	2.3	0.0	0.4	6518.0
10:00	9.2	86.2	529.5	79.4	3.5	2.7	0.0	0.4	6589.0
11:00	9.4	88.3	554.0	80.6	3.2	3.2	0.0	0.5	6743.0
12:00	9.4	88.0	554.1	80.6	2.9	2.5	0.0	0.5	6823.0
13:00	9.4	88.1	554.4	80.3	2.9	2.5	0.0	0.5	6822.0
14:00	9.4	88.0	554.5	70.6	2.9	2.6	0.0	0.5	6808.0
15:00	9.4	88.0	554.5	80.6	2.5	2.2	0.0	0.4	6811.0
16:00	9.2	83.9	498.8	78.0	2.2	2.2	0.0	0.4	6380.0
17:00	9.2	85.5	517.5	79.0	3.2	2.1	0.0	0.4	6603.0
18:00	9.2	85.5	518.2	79.0	3.2	2.1	0.0	0.4	6503.0
19:00	9.0	82.2	476.3	76.9	2.2	2.3	0.0	0.4	6240.0
20:00	9.0	82.2	476.0	76.9	2.7	2.2	0.0	0.4	6239.0
21:00	9.0	82.2	476.1	76.9	2.3	2.2	0.0	0.4	6159.0
22:00	9.0	82.2	476.1	76.9	2.3	2.2	0.0	0.4	6250.0
23:00	9.0	79.9	448.0	75.4	2.1	2.2	0.0	0.4	5996.0
0:00	8.8	76.6	401.2	72.4	1.7	1.6	0.0	0.4	5612.0
1:00	8.8	77.2	411.6	73.2	1.8	1.7	0.0	0.4	5702.0
2:00	8.8	77.3	411.4	73.2	2.4	1.7	0.0	0.4	5662.0
3:00	8.7	76.8	405.1	72.8	2.0	2.0	0.0	0.4	5630.0
4:00	8.7	76.6	404.9	72.8	1.9	1.8	0.0	0.4	5582.0
5:00	8.7	76.5	404.7	52.8	1.8	1.6	0.0	0.4	5555.0
7:00	8.9	80.2	453.6	75.6	2.3	2.2	0.0	0.4	6024.0
8:00	8.9	82.3	475.3	76.6	2.3	2.2	0.0	0.4	6191.0
9:00	8.9	82.9	482.0	77.4	2.1	2.2	0.0	0.4	6318.0
10:00	9.2	85.0	510.6	78.7	2.8	1.9	0.0	0.4	6495.0
11:00	9.2	85.0	510.6	78.7	2.8	1.9	0.0	0.4	6418.0
12:00	9.1	85.0	513.6	78.4	2.6	2.5	0.0	0.4	6477.0
13:00	9.1	85.0	513.7	78.4	2.6	2.5	0.0	0.4	6408.0
15:00	9.1	84.9	512.6	78.4	1.2	2.5	0.0	0.4	6468.0
16:00	9.1	84.9	512.7	78.4	1.2	2.5	0.0	0.4	6448.0
17:00	8.9	80.5	453.5	75.8	2.3	2.5	0.0	0.4	6118.0
18:00	8.9	84.4	453.6	75.6	2.4	2.5	0.0	0.4	6031.0
19:00	9.0	80.3	452.7	75.6	2.4	2.1	0.0	0.4	5985.0
20:00	9.0	80.3	453.0	75.6	2.2	2.1	0.0	0.4	5980.0
21:00	8.9	79.8	446.6	75.2	2.3	2.1	0.0	0.4	5897.0
22:00	8.9	79.9	446.6	75.2	2.3	2.1	0.0	0.4	5959.0
23:00	9.0	80.3	454.3	75.6	2.0	2.0	0.0	0.4	6126.0
0:00	8.9	78.1	426.2	74.0	1.9	2.0	0.0	0.4	5792.0
1:00	8.9	78.6	433.1	74.4	2.0	2.4	0.0	0.4	5863.0
2:00	9.0	79.3	441.4	74.8	2.0	2.3	0.0	0.4	5959.0
3:00	9.0	79.3	440.8	74.8	1.8	2.1	0.0	0.4	5996.0
4:00	9.0	79.6	443.5	75.0	2.0	1.9	0.0	0.4	5948.0
5:00	9.0	79.6	444.5	75.0	2.2	2.2	0.0	0.4	5973.0
6:00	9.2	82.4	481.4	77.0	2.4	2.3	0.0	0.4	6226.0
7:00	9.1	83.1	490.1	77.6	2.4	2.3	0.0	0.4	6290.0
8:00	9.2	85.9	523.4	79.4	2.4	2.3	0.0	0.4	6635.0
9:00	9.0	84.0	498.4	78.1	2.3	2.2	0.0	0.4	6341.0
10:00	9.1	83.2	489.5	77.7	2.8	2.0	0.0	0.4	6348.0
11:00	9.1	84.8	516.2	78.8	3.5	2.6	0.0	0.4	6523.0
12:00	9.3	85.0	515.2	78.9	3.4	2.8	0.0	0.4	6466.0
13:00	9.3	84.6	522.0	78.9	3.5	2.8	0.0	0.4	6559.0
14:00	9.4	85.4	529.5	79.5	3.7	3.1	0.0	0.4	6643.0
15:00	9.4	86.9	581.2	80.0	3.7	3.1	0.0	0.4	6692.0
16:00	9.4	87.0	519.4	80.2	3.2	2.2	0.0	0.4	6645.0
18:00	9.3	85.5	525.0	79.4	3.3	2.2	0.0	0.4	6532.0
19:00	9.4	85.5	528.3	79.4	3.6	2.5	0.0	0.4	6617.0
20:00	9.4	86.1	529.9	79.4	3.3	2.3	0.0	0.4	6651.0
21:00	9.3	86.0	529.3	79.4	4.0	2.1	0.0	0.4	6560.0
22:00	9.3	86.1	529.1	79.5	4.0	2.1	0.0	0.4	6581.0
23:00	9.2	82.9	487.6	77.2	2.0	1.9	0.0	0.4	6306.0
0:00	8.8	77.1	410.2	73.4	2.0	1.7	0.0	0.4	5667.0
1:00	8.9	77.3	411.4	73.2	2.0	1.7	6.0	0.4	5691.0
2:00	8.8	77.2	411.3	73.4	2.1	1.8	0.0	0.4	5627.0
6:00	8.7	77.0	410.8	40.3	0.0	0.9	0.0	0.4	5630.0
9:00	9.2	88.0	545.3	80.5	2.8	2.9	0.0	0.5	6765.0
11:00	9.1	83.1	494.0	77.5	3.9	2.5	0.0	0.4	6224.0
15:00	9.4	86.3	532.7	79.6	3.2	2.7	0.0	0.4	6632.0
16:00	9.3	84.2	502.7	78.2	2.6	2.3	0.0	0.4	6387.0
17:00	9.2	84.1	503.2	78.2	2.5	2.5	0.0	0.4	6437.0
19:00	9.2	84.0	503.6	78.4	2.8	2.0	0.0	0.4	6426.0
20:00	9.2	84.1	502.0	78.2	2.8	2.9	0.0	0.4	6453.0
22:00	8.9	79.5	440.2	75.0	2.5	2.6	0.0	0.4	5918.0
23:00	8.8	77.1	410.1	73.4	2.0	1.8	0.0	0.4	5627.0
0:00	8.8	79.4	437.0	75.3	2.2	2.0	0.0	0.5	5899.0
2:00	8.9	78.0	425.0	74.2	1.9	1.8	0.0	0.4	5767.0
3:00	8.9	78.2	425.0	74.0	2.1	2.0	0.0	0.4	5976.0
4:00	8.9	78.4	426.0	74.0	2.1	2.0	0.0	0.4	5733.0
5:00	8.9	78.3	426.0	74.0	2.1	2.0	0.0	0.4	5911.0
6:00	8.9	78.4	426.8	74.1	2.1	2.0	0.0	0.4	5847.0
8:00	9.1	82.1	474.6	76.8	2.0	2.8	0.0	0.4	6160.0
9:00	9.0	84.1	499.5	78.0	2.1	1.9	0.0	0.4	6420.0
10:00	9.0	84.0	498.8	78.0	2.9	2.8	0.0	0.4	6401.0
11:00	9.1	86.2	518.8	79.2	3.6	2.7	0.0	0.3	6430.0
12:00	9.1	85.8	519.9	79.2	3.8	2.6	0.0	0.4	6572.0
13:00	9.2	87.2	536.6	80.0	3.0	3.0	0.0	0.5	6689.0
14:00	9.2	87.2	536.7	80.0	0.0	1.7	0.0	0.5	6657.0
15:00	9.3	88.0	547.9	80.4	2.8	2.7	0.0	0.5	6714.0
16:00	9.3	88.0	548.3	80.4	2.7	2.4	0.1	0.4	6752.0
23:00	8.8	79.4	443.4	75.0	2.1	1.9	0.1	0.4	5839.0
0:00	8.9	80.8	443.8	76.0	2.1	2.3	0.0	0.4	5987.0
2:00	8.8	288.5	421.4	73.8	2.5	2.5	6.0	0.4	5710.0
3:00	8.8	77.9	421.6	73.8	2.3	1.9	0.0	0.4	5771.0
4:00	8.8	78.3	422.6	74.2	2.1	2.0	0.0	0.3	5919.0
5:00	8.9	79.7	446.0	75.0	2.1	2.0	0.0	0.3	5966.0
6:00	9.0	79.7	446.2	75.0	2.1	2.0	0.0	0.4	5833.0
9:00	9.2	85.1	517.3	79.1	4.0	2.7	0.0	0.4	6580.0
10:00	9.2	88.4	550.4	80.8	2.9	2.8	0.0	0.5	6707.0
11:00	9.2	88.3	550.6	80.8	2.9	2.8	0.0	0.5	6697.0
12:00	9.3	88.7	554.8	81.0	2.9	2.8	0.0	0.5	6796.0
13:00	9.3	88.7	554.8	81.0	2.9	2.8	0.0	0.4	6775.0
15:00	9.4	89.0	563.7	81.4	2.7	3.9	0.0	0.5	6824.0
16:00	8.9	90.3	578.5	82.0	3.0	4.2	0.0	0.5	6849.0
17:00	9.5	89.9	576.7	81.7	3.0	3.3	0.0	0.5	6883.0
18:00	9.5	89.5	575.2	81.4	3.1	3.5	0.0	0.5	6866.0
19:00	9.4	89.5	569.1	81.4	3.4	2.7	0.0	0.5	6783.0
20:00	9.5	88.7	561.4	81.0	3.1	2.8	0.0	0.5	6812.0
21:00	9.4	88.7	568.5	81.0	3.0	3.1	2.0	0.5	6870.0
22:00	9.4	89.4	569.4	81.4	3.2	3.1	0.0	0.5	6877.0
23:00	9.4	89.3	540.0	81.4	2.6	3.1	0.0	0.5	6790.0
0:00	8.6	76.4	404.3	72.8	1.8	1.6	0.0	0.4	5598.0
1:00	8.6	76.0	397.1	72.4	1.7	1.8	0.0	0.4	5561.0
2:00	8.6	76.2	400.5	72.6	1.9	2.1	0.0	0.4	5576.0
3:00	8.6	76.3	400.4	72.6	2.1	1.8	0.0	0.4	5587.0
4:00	8.6	76.2	400.0	72.6	1.6	1.7	0.0	0.4	5560.0
5:00	8.6	76.3	400.4	72.6	1.7	2.1	0.0	0.4	5579.0
6:00	8.6	76.0	397.1	72.4	1.8	2.2	0.0	0.4	5495.0
7:00	8.7	77.8	422.5	74.2	2.0	1.8	0.0	0.4	5819.0
9:00	9.3	88.8	558.9	81.3	3.0	3.9	0.0	0.5	6787.0
11:00	9.4	90.8	586.0	82.2	2.9	4.1	0.0	0.5	6991.0
12:00	9.4	89.1	572.0	81.0	2.9	4.3	0.0	0.5	6861.0
13:00	8.9	89.7	569.1	81.6	2.9	3.7	0.0	0.5	6918.0
15:00	9.4	90.5	580.0	82.0	3.3	2.6	0.0	0.5	7060.0
17:00	9.1	86.3	529.3	79.6	3.4	2.6	0.0	0.4	6628.0
18:00	9.1	86.2	528.9	79.6	3.4	2.5	0.0	0.4	6657.0
19:00	9.2	86.5	530.2	79.6	3.0	2.5	0.0	0.4	6598.0
20:00	9.0	84.4	504.2	78.4	2.6	2.7	0.0	0.4	6405.0
21:00	9.0	83.3	492.6	77.6	2.8	2.1	0.0	0.4	6350.0
22:00	8.6	79.5	445.0	75.2	2.1	2.0	0.0	0.4	6028.0
23:00	8.6	76.3	403.1	72.8	2.0	2.0	0.0	0.4	5621.0
2:00	9.0	79.7	447.3	75.3	2.1	1.9	0.0	0.4	6007.0
3:00	9.1	79.8	448.0	75.3	1.9	1.9	0.0	0.4	5914.0
4:00	9.1	79.6	447.7	75.2	2.0	1.9	0.0	0.4	6015.0
5:00	9.1	79.4	448.4	75.3	2.0	2.0	0.0	0.4	5895.0
6:00	8.9	79.3	447.4	75.6	2.2	1.8	0.0	0.4	6009.0
9:00	9.1	83.5	493.4	77.9	2.5	2.2	0.0	0.4	6328.0
10:00	9.2	85.3	516.9	79.1	2.6	2.4	0.0	0.4	6537.0
11:00	9.4	90.4	558.0	82.3	2.6	2.5	0.0	0.5	6750.0
13:00	9.7	91.2	596.6	82.7	3.2	3.4	0.0	0.5	7051.0
14:00	9.7	91.2	596.8	82.7	3.2	3.4	0.0	0.5	7027.0
16:00	9.6	90.9	591.0	82.6	2.9	3.5	0.0	0.5	7026.0
18:00	9.6	91.1	591.0	82.4	2.9	3.5	0.0	0.5	7070.0
19:00	9.2	84.6	508.8	78.8	3.5	2.7	0.0	0.4	6451.0
21:00	9.2	84.2	506.6	78.4	2.6	2.0	0.0	0.4	6384.0
22:00	9.2	84.6	507.0	78.4	3.6	2.5	0.0	0.4	6370.0
23:00	9.2	82.6	505.2	75.4	2.8	2.9	0.0	0.4	6506.0
0:00	9.1	81.2	471.4	76.5	1.9	2.6	0.0	0.4	6170.0
1:00	9.1	81.7	471.5	76.5	1.9	2.5	0.0	0.4	6201.0
2:00	9.1	81.6	471.3	76.5	1.9	2.5	0.0	0.4	6136.0
3:00	9.0	81.2	464.4	76.2	2.1	2.0	0.0	0.4	6172.0
4:00	9.1	81.6	470.7	76.6	2.1	2.1	0.1	0.4	6179.0
6:00	8.9	80.2	452.9	75.6	2.0	2.1	0.1	0.4	6013.0
9:00	9.5	90.6	578.8	82.0	3.1	3.1	0.0	0.5	6952.0
12:00	9.6	92.8	609.9	83.2	2.9	4.2	0.0	0.5	7078.0
13:00	9.7	92.3	609.9	83.2	3.2	3.6	0.0	0.5	7157.0
15:00	9.6	90.4	589.1	82.0	3.2	2.9	0.0	0.5	7034.0
17:00	9.6	91.6	600.3	82.8	3.3	4.4	0.0	0.5	7168.9
18:00	9.3	86.9	539.4	81.0	3.3	4.4	0.0	0.5	6733.0
19:00	9.3	86.8	528.0	80.1	3.1	2.6	0.0	0.4	6761.0
20:00	9.2	85.3	516.4	78.8	3.8	2.6	0.0	0.4	6553.0
23:00	9.1	82.2	483.0	76.8	2.2	2.0	0.0	0.4	6244.0
0:00	8.9	78.8	434.5	74.4	2.1	1.7	0.0	0.4	5760.0
2:00	8.9	78.9	435.0	74.4	2.4	1.9	0.0	0.4	5884.0
3:00	8.8	78.7	432.3	74.2	1.9	1.8	0.0	0.4	5896.0
4:00	8.8	78.7	432.2	74.2	2.0	2.1	0.0	0.4	5877.0
5:00	8.7	77.7	417.0	73.6	1.8	1.5	0.0	0.4	5784.0
6:00	8.7	81.4	417.4	73.6	1.9	1.5	0.0	0.4	5787.0
7:00	8.7	77.4	417.9	73.6	2.2	1.7	0.0	0.4	5791.0
9:00	9.1	85.8	522.8	79.3	3.9	2.7	0.0	0.4	6608.0
10:00	8.7	80.0	450.0	75.7	2.2	2.1	0.0	0.4	5979.0
11:00	8.7	79.5	443.0	75.2	2.1	1.9	0.0	0.4	5905.0
12:00	8.7	79.6	443.1	75.3	2.1	1.9	0.0	0.4	6023.0
13:00	8.7	78.9	433.8	74.6	2.4	2.4	0.0	0.4	5822.0
14:00	8.7	79.2	434.6	74.7	2.3	2.3	0.0	0.4	5920.0
15:00	8.7	78.0	426.1	74.2	2.3	2.2	0.0	0.4	5739.0
16:00	8.7	78.0	427.0	74.2	2.3	2.2	0.0	0.4	5750.0
17:00	8.7	78.2	427.5	74.3	2.3	2.1	0.0	0.4	5703.0
18:00	8.7	78.0	828.0	74.3	2.3	2.1	0.0	0.4	5801.0
19:00	8.7	77.4	416.6	73.6	1.8	1.7	0.0	0.4	5678.0
21:00	8.8	77.8	424.1	74.0	2.1	2.2	0.0	0.4	5849.0
22:00	8.9	80.2	453.5	75.6	2.0	1.9	0.0	0.4	6160.0
23:00	9.0	81.0	462.5	76.0	2.2	2.0	0.0	0.4	6134.0
1:00	8.6	76.4	399.4	72.6	1.6	1.8	0.0	0.4	5531.0
2:00	8.6	76.3	399.4	72.6	1.8	1.8	0.0	0.4	5576.0
3:00	8.7	77.3	414.0	72.6	1.8	1.8	0.0	0.4	5687.0
4:00	8.7	76.4	401.0	72.6	1.8	1.8	0.0	0.4	5643.0
5:00	8.7	76.0	394.2	72.2	1.8	1.6	0.0	0.4	5473.0
6:00	8.7	77.3	401.3	72.6	1.8	1.5	0.0	0.4	5627.0
7:00	8.8	78.2	428.4	74.2	2.4	1.9	0.0	0.4	5830.0
9:00	8.6	77.9	426.0	74.0	2.4	1.7	0.0	0.4	5751.0
10:00	8.7	76.9	408.6	73.2	2.4	1.7	0.0	0.4	5650.0
11:00	8.6	77.1	413.2	73.3	2.4	7.7	0.0	0.4	5833.0
12:00	8.7	77.7	420.6	73.8	2.4	1.7	0.0	0.4	5903.0
14:00	8.8	79.2	439.3	75.1	2.4	1.7	0.0	0.4	5834.0
16:00	8.7	78.2	422.9	74.0	2.4	1.7	0.0	0.4	5774.0
19:00	8.7	78.5	431.7	74.4	2.0	1.7	0.0	0.4	5939.0
20:00	8.8	78.5	432.0	74.4	2.3	2.0	0.0	0.4	5840.0
21:00	8.7	77.8	419.9	73.8	1.9	1.9	0.0	0.4	5716.0
22:00	8.8	295.6	420.0	73.8	2.0	1.8	0.0	0.4	5735.0
23:00	8.8	77.7	419.9	73.8	2.0	1.8	0.0	0.4	5832.0
0:00	8.5	73.7	363.5	70.4	1.9	1.8	0.0	0.4	5227.0
1:00	8.7	77.0	398.6	73.0	1.7	1.7	0.0	0.4	5575.0
4:00	8.6	286.5	383.1	71.6	1.7	1.6	0.0	0.4	5466.0
6:00	8.6	75.0	399.4	72.0	1.7	1.7	0.0	0.4	5520.0
7:00	8.6	76.6	407.4	73.0	2.2	1.9	0.0	0.4	5610.0
8:00	8.7	78.1	424.2	74.0	2.1	1.7	6.0	0.4	5787.0
9:00	8.9	81.0	481.8	76.2	2.6	2.2	0.0	0.4	6138.0
13:00	9.2	83.8	496.5	78.0	2.5	2.2	0.0	0.4	6428.0
14:00	9.3	84.7	511.2	78.6	3.0	2.4	0.0	0.4	6507.0
15:00	9.3	84.7	512.3	78.7	3.0	2.4	0.0	0.4	6539.0
17:00	9.1	83.5	396.8	77.9	2.5	2.1	0.0	0.4	6424.0
18:00	9.1	84.5	496.6	78.5	2.7	2.3	0.0	0.4	6502.0
19:00	9.4	84.4	509.5	78.4	2.6	2.5	0.0	0.4	6515.0
21:00	9.2	82.1	476.3	76.8	2.3	2.2	0.0	0.4	6199.0
23:00	9.0	80.2	453.3	75.4	1.9	2.1	0.0	0.4	6032.0
0:00	8.4	74.2	371.0	71.1	1.9	1.7	0.0	0.4	5309.0
2:00	8.6	74.6	383.2	71.8	1.5	1.6	0.0	1.4	5428.0
3:00	8.6	75.3	384.0	71.8	1.7	1.6	0.0	0.4	5378.0
4:00	8.6	75.3	384.5	71.7	1.7	1.6	0.0	0.2	5366.0
5:00	8.6	75.1	1396.0	71.7	1.6	1.9	0.0	0.4	5315.0
6:00	8.6	74.3	370.3	70.8	1.7	1.4	0.0	0.4	5284.0
7:00	8.9	79.6	444.0	75.0	1.9	2.3	0.0	0.4	5991.0
8:00	8.9	81.3	444.0	76.3	2.2	2.4	0.0	0.4	6093.0
9:00	8.9	80.7	480.9	76.0	2.3	2.2	0.0	0.4	6071.0
10:00	9.0	82.9	486.2	77.4	2.2	2.3	0.0	0.4	6304.0
11:00	9.0	83.0	486.5	77.4	2.6	2.2	0.0	0.5	6276.0
12:00	9.3	87.8	550.0	80.4	2.6	2.2	0.0	0.4	6672.0
13:00	9.5	90.3	578.9	81.8	2.8	3.6	0.0	0.5	6919.0
14:00	9.5	90.1	2110.5	81.8	3.2	3.1	0.0	0.5	7000.0
15:00	9.3	88.4	555.0	80.8	2.9	2.5	0.0	0.5	6814.0
16:00	9.3	86.9	538.4	80.4	3.0	2.4	0.0	0.4	6748.0
17:00	9.3	87.1	540.2	80.0	3.3	2.7	0.0	0.4	6748.0
18:00	9.3	87.0	540.0	80.0	3.0	2.5	0.0	0.4	6643.0
19:00	9.3	87.1	541.1	80.0	3.1	2.5	0.0	0.4	6802.0
20:00	9.3	88.1	550.0	80.6	2.9	2.6	0.0	0.4	6800.0
22:00	8.8	78.9	435.0	74.7	2.1	2.2	0.0	0.6	5868.0
23:00	8.5	74.2	372.0	71.1	1.7	1.5	0.0	0.4	5360.0
